Modelo;Pooling;AGG;LAYER;out_vec_size;MR;CR;SUBJ;MPQA;SST2;TREC;MRPC;Avg;Nhid;Epochs;qtd_layers;paper_name;paper_link;year
bert-base;CLS_AVGALL;CLS;AVGALL;torch.Size([768]);80,01;73,09;93,92;87,37;85,72;75,00;67,83;80,42;nan;nan;nan;nan;nan;nan
bert-base;AVG_AVGALL;AVG;AVGALL;torch.Size([768]);79,68;83,31;94,04;89,07;83,86;89,00;69,39;84,05;nan;nan;nan;nan;nan;nan
bert-base;SUM_AVGALL;SUM;AVGALL;torch.Size([768]);79,07;82,12;93,80;88,32;85,67;89,40;66,14;83,50;nan;nan;nan;nan;nan;nan
bert-base;MAX_AVGALL;MAX;AVGALL;torch.Size([768]);75,79;71,90;92,10;87,88;80,40;81,80;69,57;79,92;nan;nan;nan;nan;nan;nan
bert-base;AVG-NS_AVGALL;AVG-NS;AVGALL;torch.Size([768]);79,65;83,02;93,94;89,27;83,80;89,40;69,28;84,05;nan;nan;nan;nan;nan;nan
bert-base;SUM-NS_AVGALL;SUM-NS;AVGALL;torch.Size([768]);78,78;81,06;93,14;88,41;85,28;89,80;66,26;83,25;nan;nan;nan;nan;nan;nan
bert-base;MAX-NS_AVGALL;MAX-NS;AVGALL;torch.Size([768]);75,19;72,66;92,05;88,29;81,33;84,20;70,03;80,54;nan;nan;nan;nan;nan;nan
bert-base;CLS+AVG_AVGALL;CLS+AVG;AVGALL;torch.Size([1536]);80,59;82,49;94,59;89,40;86,27;89,80;74,09;85,32;nan;nan;nan;nan;nan;nan
bert-base;CLS+SUM_AVGALL;CLS+SUM;AVGALL;torch.Size([1536]);78,27;82,52;93,54;88,92;85,56;92,20;65,45;83,78;nan;nan;nan;nan;nan;nan
bert-base;CLS+MAX_AVGALL;CLS+MAX;AVGALL;torch.Size([1536]);80,22;81,06;93,65;88,73;86,11;87,80;72,81;84,34;nan;nan;nan;nan;nan;nan
bert-base;CLS+AVG-NS_AVGALL;CLS+AVG-NS;AVGALL;torch.Size([1536]);80,54;82,60;94,80;89,70;86,22;89,60;74,61;85,44;nan;nan;nan;nan;nan;nan
bert-base;CLS+SUM-NS_AVGALL;CLS+SUM-NS;AVGALL;torch.Size([1536]);78,64;82,01;93,54;89,01;85,39;92,20;65,91;83,81;nan;nan;nan;nan;nan;nan
bert-base;CLS+MAX-NS_AVGALL;CLS+MAX-NS;AVGALL;torch.Size([1536]);80,33;80,98;93,80;88,87;86,33;88,00;72,00;84,33;nan;nan;nan;nan;nan;nan
bert-base;DY3_AVGALL;DY3;AVGALL;torch.Size([2304]);79,91;83,55;94,65;89,68;82,26;89,80;68,41;84,04;nan;nan;nan;nan;nan;nan
bert-base;DY3-NS_AVGALL;DY3-NS;AVGALL;torch.Size([2304]);79,67;83,97;94,48;89,13;82,21;91,40;67,77;84,09;nan;nan;nan;nan;nan;nan
bert-base;DY5_AVGALL;DY5;AVGALL;torch.Size([3840]);80,21;84,56;94,91;88,95;82,54;91,40;68,29;84,41;nan;nan;nan;nan;nan;nan
bert-base;DY5-NS_AVGALL;DY5-NS;AVGALL;torch.Size([3840]);80,20;84,24;94,88;68,77;50,08;94,00;68,00;77,17;nan;nan;nan;nan;nan;nan
roberta-base;CLS_LYR-7;CLS;LYR-7;torch.Size([768]);75,45;63,76;86,11;68,77;85,72;52,00;66,49;71,19;nan;nan;nan;nan;nan;nan
roberta-base;AVG_LYR-7;AVG;LYR-7;torch.Size([768]);84,22;86,94;94,17;87,59;90,61;89,40;66,49;85,63;nan;nan;nan;nan;nan;nan
roberta-base;SUM_LYR-7;SUM;LYR-7;torch.Size([768]);83,05;84,98;93,25;87,48;90,12;92,00;66,49;85,34;nan;nan;nan;nan;nan;nan
roberta-base;MAX_LYR-7;MAX;LYR-7;torch.Size([768]);79,49;73,64;91,90;86,54;87,26;85,60;65,51;81,42;nan;nan;nan;nan;nan;nan
roberta-base;AVG-NS_LYR-7;AVG-NS;LYR-7;torch.Size([768]);84,27;87,58;93,98;87,67;90,66;91,00;66,49;85,95;nan;nan;nan;nan;nan;nan
roberta-base;SUM-NS_LYR-7;SUM-NS;LYR-7;torch.Size([768]);83,54;85,64;93,72;87,54;90,28;92,40;66,49;85,66;nan;nan;nan;nan;nan;nan
roberta-base;MAX-NS_LYR-7;MAX-NS;LYR-7;torch.Size([768]);79,51;74,20;91,51;86,73;87,15;85,80;65,51;81,49;nan;nan;nan;nan;nan;nan
roberta-base;CLS+AVG_LYR-7;CLS+AVG;LYR-7;torch.Size([1536]);83,65;84,16;93,66;87,40;90,55;88,80;72,46;85,81;nan;nan;nan;nan;nan;nan
roberta-base;CLS+SUM_LYR-7;CLS+SUM;LYR-7;torch.Size([1536]);83,59;86,09;94,07;87,61;89,79;91,80;67,59;85,79;nan;nan;nan;nan;nan;nan
roberta-base;CLS+MAX_LYR-7;CLS+MAX;LYR-7;torch.Size([1536]);79,42;74,12;92,15;86,79;88,58;85,80;72,35;82,74;nan;nan;nan;nan;nan;nan
roberta-base;CLS+AVG-NS_LYR-7;CLS+AVG-NS;LYR-7;torch.Size([1536]);83,89;84,42;93,92;87,38;90,77;90,40;72,58;86,19;nan;nan;nan;nan;nan;nan
roberta-base;CLS+SUM-NS_LYR-7;CLS+SUM-NS;LYR-7;torch.Size([1536]);83,59;86,99;94,38;87,95;89,73;92,60;67,19;86,06;nan;nan;nan;nan;nan;nan
roberta-base;CLS+MAX-NS_LYR-7;CLS+MAX-NS;LYR-7;torch.Size([1536]);79,62;73,70;91,93;86,86;88,25;85,60;71,83;82,54;nan;nan;nan;nan;nan;nan
roberta-base;DY3_LYR-7;DY3;LYR-7;torch.Size([2304]);84,88;87,26;94,50;88,85;89,29;90,00;69,04;86,26;nan;nan;nan;nan;nan;nan
roberta-base;DY3-NS_LYR-7;DY3-NS;LYR-7;torch.Size([2304]);84,93;88,11;94,59;88,65;89,68;91,40;66,72;86,30;nan;nan;nan;nan;nan;nan
roberta-base;DY5_LYR-7;DY5;LYR-7;torch.Size([3840]);85,19;88,63;94,18;88,30;89,24;89,20;64,81;85,65;nan;nan;nan;nan;nan;nan
roberta-base;DY5-NS_LYR-7;DY5-NS;LYR-7;torch.Size([3840]);84,73;89,43;94,35;68,77;88,74;92,40;64,12;83,22;nan;nan;nan;nan;nan;nan
roberta-base;CLS_LYR-8;CLS;LYR-8;torch.Size([768]);71,42;63,76;81,64;68,77;81,16;45,00;66,49;68,32;nan;nan;nan;nan;nan;nan
roberta-base;AVG_LYR-8;AVG;LYR-8;torch.Size([768]);83,97;87,39;93,82;87,44;90,72;90,80;66,49;85,80;nan;nan;nan;nan;nan;nan
roberta-base;SUM_LYR-8;SUM;LYR-8;torch.Size([768]);83,66;87,26;94,31;87,24;90,77;92,80;63,54;85,65;nan;nan;nan;nan;nan;nan
roberta-base;MAX_LYR-8;MAX;LYR-8;torch.Size([768]);80,47;73,85;92,01;86,81;86,82;82,80;65,45;81,17;nan;nan;nan;nan;nan;nan
roberta-base;AVG-NS_LYR-8;AVG-NS;LYR-8;torch.Size([768]);84,07;87,39;93,89;87,47;90,77;91,80;66,49;85,98;nan;nan;nan;nan;nan;nan
roberta-base;SUM-NS_LYR-8;SUM-NS;LYR-8;torch.Size([768]);83,57;87,58;94,33;87,21;90,28;93,00;66,49;86,07;nan;nan;nan;nan;nan;nan
roberta-base;MAX-NS_LYR-8;MAX-NS;LYR-8;torch.Size([768]);79,91;73,99;91,86;86,64;86,99;82,20;65,45;81,01;nan;nan;nan;nan;nan;nan
roberta-base;CLS+AVG_LYR-8;CLS+AVG;LYR-8;torch.Size([1536]);84,28;82,89;93,66;87,12;90,61;90,20;72,64;85,91;nan;nan;nan;nan;nan;nan
roberta-base;CLS+SUM_LYR-8;CLS+SUM;LYR-8;torch.Size([1536]);83,74;86,20;93,52;87,70;90,44;91,40;66,78;85,68;nan;nan;nan;nan;nan;nan
roberta-base;CLS+MAX_LYR-8;CLS+MAX;LYR-8;torch.Size([1536]);81,15;72,63;92,12;86,65;86,99;84,60;70,20;82,05;nan;nan;nan;nan;nan;nan
roberta-base;CLS+AVG-NS_LYR-8;CLS+AVG-NS;LYR-8;torch.Size([1536]);84,67;83,29;93,70;87,44;90,77;87,60;72,35;85,69;nan;nan;nan;nan;nan;nan
roberta-base;CLS+SUM-NS_LYR-8;CLS+SUM-NS;LYR-8;torch.Size([1536]);83,55;87,23;93,54;87,38;90,28;91,80;67,94;85,96;nan;nan;nan;nan;nan;nan
roberta-base;CLS+MAX-NS_LYR-8;CLS+MAX-NS;LYR-8;torch.Size([1536]);80,90;74,20;92,26;86,78;86,93;85,20;71,59;82,55;nan;nan;nan;nan;nan;nan
roberta-base;DY3_LYR-8;DY3;LYR-8;torch.Size([2304]);84,61;88,13;94,70;88,62;90,06;89,60;67,30;86,15;nan;nan;nan;nan;nan;nan
roberta-base;DY3-NS_LYR-8;DY3-NS;LYR-8;torch.Size([2304]);84,98;88,29;94,62;88,59;89,84;91,20;66,84;86,34;nan;nan;nan;nan;nan;nan
roberta-base;DY5_LYR-8;DY5;LYR-8;torch.Size([3840]);85,56;89,30;94,58;88,05;89,40;90,60;68,52;86,57;nan;nan;nan;nan;nan;nan
roberta-base;DY5-NS_LYR-8;DY5-NS;LYR-8;torch.Size([3840]);85,46;89,38;94,60;68,77;89,57;92,40;65,91;83,73;nan;nan;nan;nan;nan;nan
roberta-base;CLS_LYR-9;CLS;LYR-9;torch.Size([768]);74,58;63,76;82,98;68,77;81,11;33,00;66,49;67,24;nan;nan;nan;nan;nan;nan
roberta-base;AVG_LYR-9;AVG;LYR-9;torch.Size([768]);84,10;86,52;93,69;86,99;90,50;88,00;66,49;85,18;nan;nan;nan;nan;nan;nan
roberta-base;SUM_LYR-9;SUM;LYR-9;torch.Size([768]);82,87;86,62;93,77;86,83;90,83;91,80;64,17;85,27;nan;nan;nan;nan;nan;nan
roberta-base;MAX_LYR-9;MAX;LYR-9;torch.Size([768]);79,66;72,34;91,49;85,82;86,33;82,60;66,49;80,68;nan;nan;nan;nan;nan;nan
roberta-base;AVG-NS_LYR-9;AVG-NS;LYR-9;torch.Size([768]);83,62;86,97;93,70;87,27;90,72;88,20;66,49;85,28;nan;nan;nan;nan;nan;nan
roberta-base;SUM-NS_LYR-9;SUM-NS;LYR-9;torch.Size([768]);82,91;86,62;93,81;87,02;90,88;91,20;66,49;85,56;nan;nan;nan;nan;nan;nan
roberta-base;MAX-NS_LYR-9;MAX-NS;LYR-9;torch.Size([768]);78,95;70,73;91,22;85,99;86,27;85,00;66,49;80,66;nan;nan;nan;nan;nan;nan
roberta-base;CLS+AVG_LYR-9;CLS+AVG;LYR-9;torch.Size([1536]);83,47;83,15;93,73;87,47;90,44;86,00;73,16;85,35;nan;nan;nan;nan;nan;nan
roberta-base;CLS+SUM_LYR-9;CLS+SUM;LYR-9;torch.Size([1536]);82,56;86,54;93,81;86,93;90,44;92,20;66,55;85,58;nan;nan;nan;nan;nan;nan
roberta-base;CLS+MAX_LYR-9;CLS+MAX;LYR-9;torch.Size([1536]);78,98;68,48;91,68;85,96;87,15;84,40;70,72;81,05;nan;nan;nan;nan;nan;nan
roberta-base;CLS+AVG-NS_LYR-9;CLS+AVG-NS;LYR-9;torch.Size([1536]);83,40;82,70;93,49;87,38;90,61;83,40;71,77;84,68;nan;nan;nan;nan;nan;nan
roberta-base;CLS+SUM-NS_LYR-9;CLS+SUM-NS;LYR-9;torch.Size([1536]);82,70;86,25;93,47;86,68;90,50;90,80;66,03;85,20;nan;nan;nan;nan;nan;nan
roberta-base;CLS+MAX-NS_LYR-9;CLS+MAX-NS;LYR-9;torch.Size([1536]);79,20;69,72;91,51;85,93;87,15;84,60;66,78;80,70;nan;nan;nan;nan;nan;nan
roberta-base;DY3_LYR-9;DY3;LYR-9;torch.Size([2304]);84,62;88,05;94,61;88,36;89,51;90,00;68,70;86,26;nan;nan;nan;nan;nan;nan
roberta-base;DY3-NS_LYR-9;DY3-NS;LYR-9;torch.Size([2304]);84,65;87,74;94,74;87,94;89,79;91,60;67,36;86,26;nan;nan;nan;nan;nan;nan
roberta-base;DY5_LYR-9;DY5;LYR-9;torch.Size([3840]);84,92;88,26;94,98;87,58;89,79;89,80;68,58;86,27;nan;nan;nan;nan;nan;nan
roberta-base;DY5-NS_LYR-9;DY5-NS;LYR-9;torch.Size([3840]);84,89;88,08;94,86;68,77;89,29;93,00;67,94;83,83;nan;nan;nan;nan;nan;nan
roberta-base;CLS_LYR-10;CLS;LYR-10;torch.Size([768]);76,08;63,76;85,89;68,77;80,83;38,00;66,49;68,55;nan;nan;nan;nan;nan;nan
roberta-base;AVG_LYR-10;AVG;LYR-10;torch.Size([768]);83,63;86,38;93,66;87,03;90,50;89,20;66,49;85,27;nan;nan;nan;nan;nan;nan
roberta-base;SUM_LYR-10;SUM;LYR-10;torch.Size([768]);83,07;86,54;94,01;86,46;90,28;92,40;66,43;85,60;nan;nan;nan;nan;nan;nan
roberta-base;MAX_LYR-10;MAX;LYR-10;torch.Size([768]);79,18;70,89;91,40;86,08;87,04;84,20;66,49;80,75;nan;nan;nan;nan;nan;nan
roberta-base;AVG-NS_LYR-10;AVG-NS;LYR-10;torch.Size([768]);83,26;86,38;93,78;87,08;90,50;89,20;66,49;85,24;nan;nan;nan;nan;nan;nan
roberta-base;SUM-NS_LYR-10;SUM-NS;LYR-10;torch.Size([768]);83,07;86,54;94,26;86,59;89,62;90,80;63,01;84,84;nan;nan;nan;nan;nan;nan
roberta-base;MAX-NS_LYR-10;MAX-NS;LYR-10;torch.Size([768]);79,44;70,73;91,72;86,34;87,70;84,20;66,49;80,95;nan;nan;nan;nan;nan;nan
roberta-base;CLS+AVG_LYR-10;CLS+AVG;LYR-10;torch.Size([1536]);82,40;82,01;93,47;86,52;90,06;88,40;75,07;85,42;nan;nan;nan;nan;nan;nan
roberta-base;CLS+SUM_LYR-10;CLS+SUM;LYR-10;torch.Size([1536]);83,13;86,55;93,73;86,99;89,51;92,20;67,25;85,62;nan;nan;nan;nan;nan;nan
roberta-base;CLS+MAX_LYR-10;CLS+MAX;LYR-10;torch.Size([1536]);79,87;69,96;92,12;85,94;87,92;83,80;71,36;81,57;nan;nan;nan;nan;nan;nan
roberta-base;CLS+AVG-NS_LYR-10;CLS+AVG-NS;LYR-10;torch.Size([1536]);82,75;82,73;93,64;87,59;90,44;89,60;75,07;85,97;nan;nan;nan;nan;nan;nan
roberta-base;CLS+SUM-NS_LYR-10;CLS+SUM-NS;LYR-10;torch.Size([1536]);83,55;86,23;93,52;87,09;89,35;93,20;66,96;85,70;nan;nan;nan;nan;nan;nan
roberta-base;CLS+MAX-NS_LYR-10;CLS+MAX-NS;LYR-10;torch.Size([1536]);79,90;69,72;91,91;86,22;87,70;84,40;70,61;81,49;nan;nan;nan;nan;nan;nan
roberta-base;DY3_LYR-10;DY3;LYR-10;torch.Size([2304]);83,94;87,23;94,62;88,26;89,18;90,60;68,75;86,08;nan;nan;nan;nan;nan;nan
roberta-base;DY3-NS_LYR-10;DY3-NS;LYR-10;torch.Size([2304]);83,69;88,21;94,42;87,77;89,02;91,00;66,67;85,83;nan;nan;nan;nan;nan;nan
roberta-base;DY5_LYR-10;DY5;LYR-10;torch.Size([3840]);84,55;88,29;95,27;87,47;89,35;89,00;68,12;86,01;nan;nan;nan;nan;nan;nan
roberta-base;DY5-NS_LYR-10;DY5-NS;LYR-10;torch.Size([3840]);83,95;87,44;94,63;68,77;88,03;92,80;66,20;83,12;nan;nan;nan;nan;nan;nan
roberta-base;CLS_LYR-11;CLS;LYR-11;torch.Size([768]);77,53;63,76;85,77;68,77;83,09;47,00;66,49;70,34;nan;nan;nan;nan;nan;nan
roberta-base;AVG_LYR-11;AVG;LYR-11;torch.Size([768]);82,52;84,42;93,55;86,17;89,51;87,80;66,49;84,35;nan;nan;nan;nan;nan;nan
roberta-base;SUM_LYR-11;SUM;LYR-11;torch.Size([768]);82,18;86,20;93,31;86,06;88,74;91,20;66,72;84,92;nan;nan;nan;nan;nan;nan
roberta-base;MAX_LYR-11;MAX;LYR-11;torch.Size([768]);77,65;70,12;92,04;84,80;85,34;82,00;66,49;79,78;nan;nan;nan;nan;nan;nan
roberta-base;AVG-NS_LYR-11;AVG-NS;LYR-11;torch.Size([768]);82,65;85,27;93,75;86,11;89,68;86,60;63,71;83,97;nan;nan;nan;nan;nan;nan
roberta-base;SUM-NS_LYR-11;SUM-NS;LYR-11;torch.Size([768]);82,07;86,68;93,50;85,86;89,40;92,80;62,78;84,73;nan;nan;nan;nan;nan;nan
roberta-base;MAX-NS_LYR-11;MAX-NS;LYR-11;torch.Size([768]);77,80;70,86;92,44;84,91;85,01;82,40;66,49;79,99;nan;nan;nan;nan;nan;nan
roberta-base;CLS+AVG_LYR-11;CLS+AVG;LYR-11;torch.Size([1536]);82,58;80,66;93,87;86,40;89,95;83,20;73,62;84,33;nan;nan;nan;nan;nan;nan
roberta-base;CLS+SUM_LYR-11;CLS+SUM;LYR-11;torch.Size([1536]);82,13;85,85;93,72;86,09;89,46;92,40;65,91;85,08;nan;nan;nan;nan;nan;nan
roberta-base;CLS+MAX_LYR-11;CLS+MAX;LYR-11;torch.Size([1536]);78,88;71,81;92,42;85,04;86,38;82,00;72,00;81,22;nan;nan;nan;nan;nan;nan
roberta-base;CLS+AVG-NS_LYR-11;CLS+AVG-NS;LYR-11;torch.Size([1536]);82,84;80,87;93,80;86,44;89,73;88,20;74,14;85,15;nan;nan;nan;nan;nan;nan
roberta-base;CLS+SUM-NS_LYR-11;CLS+SUM-NS;LYR-11;torch.Size([1536]);81,93;85,48;93,87;85,80;89,84;92,20;67,25;85,20;nan;nan;nan;nan;nan;nan
roberta-base;CLS+MAX-NS_LYR-11;CLS+MAX-NS;LYR-11;torch.Size([1536]);78,61;70,83;92,46;85,21;86,16;82,40;70,26;80,85;nan;nan;nan;nan;nan;nan
roberta-base;DY3_LYR-11;DY3;LYR-11;torch.Size([2304]);84,05;86,92;94,81;87,80;88,30;90,60;68,23;85,82;nan;nan;nan;nan;nan;nan
roberta-base;DY3-NS_LYR-11;DY3-NS;LYR-11;torch.Size([2304]);83,83;86,33;94,87;87,31;87,64;90,80;68,81;85,66;nan;nan;nan;nan;nan;nan
roberta-base;DY5_LYR-11;DY5;LYR-11;torch.Size([3840]);83,90;86,57;95,21;86,95;87,75;89,20;68,93;85,50;nan;nan;nan;nan;nan;nan
roberta-base;DY5-NS_LYR-11;DY5-NS;LYR-11;torch.Size([3840]);83,73;86,67;94,96;68,77;87,86;91,00;67,36;82,91;nan;nan;nan;nan;nan;nan
roberta-base;CLS_LYR-12;CLS;LYR-12;torch.Size([768]);77,47;63,76;91,50;68,77;84,62;50,20;66,49;71,83;nan;nan;nan;nan;nan;nan
roberta-base;AVG_LYR-12;AVG;LYR-12;torch.Size([768]);80,91;79,10;93,18;83,66;87,81;78,80;66,49;81,42;nan;nan;nan;nan;nan;nan
roberta-base;SUM_LYR-12;SUM;LYR-12;torch.Size([768]);82,51;85,46;94,70;84,73;89,46;91,00;66,49;84,91;nan;nan;nan;nan;nan;nan
roberta-base;MAX_LYR-12;MAX;LYR-12;torch.Size([768]);75,74;63,81;91,43;80,67;82,87;78,80;68,99;77,47;nan;nan;nan;nan;nan;nan
roberta-base;AVG-NS_LYR-12;AVG-NS;LYR-12;torch.Size([768]);80,89;77,38;93,29;84,47;88,41;80,00;66,49;81,56;nan;nan;nan;nan;nan;nan
roberta-base;SUM-NS_LYR-12;SUM-NS;LYR-12;torch.Size([768]);82,43;84,77;94,61;84,75;89,18;91,20;66,49;84,78;nan;nan;nan;nan;nan;nan
roberta-base;MAX-NS_LYR-12;MAX-NS;LYR-12;torch.Size([768]);75,76;63,87;91,47;82,04;82,87;78,80;68,99;77,69;nan;nan;nan;nan;nan;nan
roberta-base;CLS+AVG_LYR-12;CLS+AVG;LYR-12;torch.Size([1536]);81,49;77,54;93,12;83,80;87,86;80,60;74,26;82,67;nan;nan;nan;nan;nan;nan
roberta-base;CLS+SUM_LYR-12;CLS+SUM;LYR-12;torch.Size([1536]);82,44;85,38;94,19;85,10;88,80;93,20;67,94;85,29;nan;nan;nan;nan;nan;nan
roberta-base;CLS+MAX_LYR-12;CLS+MAX;LYR-12;torch.Size([1536]);77,21;63,79;92,30;83,57;85,34;75,40;72,41;78,57;nan;nan;nan;nan;nan;nan
roberta-base;CLS+AVG-NS_LYR-12;CLS+AVG-NS;LYR-12;torch.Size([1536]);81,33;76,95;93,06;84,58;87,70;80,60;74,32;82,65;nan;nan;nan;nan;nan;nan
roberta-base;CLS+SUM-NS_LYR-12;CLS+SUM-NS;LYR-12;torch.Size([1536]);82,70;86,01;94,14;85,36;89,07;93,20;67,83;85,47;nan;nan;nan;nan;nan;nan
roberta-base;CLS+MAX-NS_LYR-12;CLS+MAX-NS;LYR-12;torch.Size([1536]);77,80;63,79;92,30;83,66;84,51;75,60;72,46;78,59;nan;nan;nan;nan;nan;nan
roberta-base;DY3_LYR-12;DY3;LYR-12;torch.Size([2304]);82,35;81,72;93,99;85,52;87,04;87,20;69,04;83,84;nan;nan;nan;nan;nan;nan
roberta-base;DY3-NS_LYR-12;DY3-NS;LYR-12;torch.Size([2304]);82,26;82,91;93,97;85,34;86,71;88,40;68,75;84,05;nan;nan;nan;nan;nan;nan
roberta-base;DY5_LYR-12;DY5;LYR-12;torch.Size([3840]);82,66;83,55;94,17;85,81;86,11;86,20;68,29;83,83;nan;nan;nan;nan;nan;nan
roberta-base;DY5-NS_LYR-12;DY5-NS;LYR-12;torch.Size([3840]);82,95;83,74;94,26;68,77;87,15;91,00;70,03;82,56;nan;nan;nan;nan;nan;nan
roberta-base;CLS_SUML4L;CLS;SUML4L;torch.Size([768]);77,82;63,76;91,07;68,77;84,84;42,80;66,49;70,79;nan;nan;nan;nan;nan;nan
roberta-base;AVG_SUML4L;AVG;SUML4L;torch.Size([768]);84,21;88,19;94,10;87,14;90,06;93,20;62,61;85,64;nan;nan;nan;nan;nan;nan
roberta-base;SUM_SUML4L;SUM;SUML4L;torch.Size([768]);79,85;83,76;93,03;85,66;89,40;88,20;66,09;83,71;nan;nan;nan;nan;nan;nan
roberta-base;MAX_SUML4L;MAX;SUML4L;torch.Size([768]);78,51;70,38;92,15;85,33;86,38;87,40;66,49;80,95;nan;nan;nan;nan;nan;nan
roberta-base;AVG-NS_SUML4L;AVG-NS;SUML4L;torch.Size([768]);84,27;88,05;94,15;87,06;90,12;92,00;66,49;86,02;nan;nan;nan;nan;nan;nan
roberta-base;SUM-NS_SUML4L;SUM-NS;SUML4L;torch.Size([768]);79,94;85,83;93,02;85,61;89,35;91,00;66,49;84,46;nan;nan;nan;nan;nan;nan
roberta-base;MAX-NS_SUML4L;MAX-NS;SUML4L;torch.Size([768]);78,57;71,89;92,07;85,55;86,33;87,80;66,49;81,24;nan;nan;nan;nan;nan;nan
roberta-base;CLS+AVG_SUML4L;CLS+AVG;SUML4L;torch.Size([1536]);83,88;86,81;94,05;87,09;89,79;92,20;69,74;86,22;nan;nan;nan;nan;nan;nan
roberta-base;CLS+SUM_SUML4L;CLS+SUM;SUML4L;torch.Size([1536]);80,74;86,04;92,95;86,20;89,02;90,60;65,28;84,40;nan;nan;nan;nan;nan;nan
roberta-base;CLS+MAX_SUML4L;CLS+MAX;SUML4L;torch.Size([1536]);79,70;76,58;92,99;86,42;86,49;88,00;65,62;82,26;nan;nan;nan;nan;nan;nan
roberta-base;CLS+AVG-NS_SUML4L;CLS+AVG-NS;SUML4L;torch.Size([1536]);84,23;86,09;94,18;87,19;90,50;92,40;70,43;86,43;nan;nan;nan;nan;nan;nan
roberta-base;CLS+SUM-NS_SUML4L;CLS+SUM-NS;SUML4L;torch.Size([1536]);80,80;84,69;92,96;86,07;89,29;90,40;66,49;84,39;nan;nan;nan;nan;nan;nan
roberta-base;CLS+MAX-NS_SUML4L;CLS+MAX-NS;SUML4L;torch.Size([1536]);79,46;74,51;93,03;86,15;86,38;88,20;66,61;82,05;nan;nan;nan;nan;nan;nan
roberta-base;DY3_SUML4L;DY3;SUML4L;torch.Size([2304]);84,96;88,45;95,23;88,28;89,40;91,00;67,59;86,42;nan;nan;nan;nan;nan;nan
roberta-base;DY3-NS_SUML4L;DY3-NS;SUML4L;torch.Size([2304]);84,66;88,61;95,55;87,35;89,29;91,00;66,49;86,14;nan;nan;nan;nan;nan;nan
roberta-base;DY5_SUML4L;DY5;SUML4L;torch.Size([3840]);84,86;88,16;95,53;87,41;88,58;90,80;65,04;85,77;nan;nan;nan;nan;nan;nan
roberta-base;DY5-NS_SUML4L;DY5-NS;SUML4L;torch.Size([3840]);84,71;88,34;95,38;68,77;88,08;93,60;64,17;83,29;nan;nan;nan;nan;nan;nan
roberta-base;CLS_AVGL4L;CLS;AVGL4L;torch.Size([768]);77,74;63,76;89,96;68,77;83,53;38,80;66,49;69,86;nan;nan;nan;nan;nan;nan
roberta-base;AVG_AVGL4L;AVG;AVGL4L;torch.Size([768]);83,10;85,14;93,67;86,39;90,39;85,00;66,49;84,31;nan;nan;nan;nan;nan;nan
roberta-base;SUM_AVGL4L;SUM;AVGL4L;torch.Size([768]);83,09;87,21;93,98;86,44;90,28;93,20;65,80;85,71;nan;nan;nan;nan;nan;nan
roberta-base;MAX_AVGL4L;MAX;AVGL4L;torch.Size([768]);78,98;70,09;92,02;85,96;86,11;83,80;66,49;80,49;nan;nan;nan;nan;nan;nan
roberta-base;AVG-NS_AVGL4L;AVG-NS;AVGL4L;torch.Size([768]);83,26;85,70;93,44;86,69;90,33;90,20;66,49;85,16;nan;nan;nan;nan;nan;nan
roberta-base;SUM-NS_AVGL4L;SUM-NS;AVGL4L;torch.Size([768]);83,40;87,05;94,04;86,46;90,39;92,60;66,49;85,78;nan;nan;nan;nan;nan;nan
roberta-base;MAX-NS_AVGL4L;MAX-NS;AVGL4L;torch.Size([768]);79,17;70,09;92,25;85,69;85,83;83,80;66,49;80,47;nan;nan;nan;nan;nan;nan
roberta-base;CLS+AVG_AVGL4L;CLS+AVG;AVGL4L;torch.Size([1536]);82,85;78,91;93,89;86,85;90,17;89,80;74,67;85,31;nan;nan;nan;nan;nan;nan
roberta-base;CLS+SUM_AVGL4L;CLS+SUM;AVGL4L;torch.Size([1536]);83,86;86,91;93,31;86,91;90,23;92,00;66,32;85,65;nan;nan;nan;nan;nan;nan
roberta-base;CLS+MAX_AVGL4L;CLS+MAX;AVGL4L;torch.Size([1536]);78,82;68,24;92,48;86,11;86,11;80,60;72,81;80,74;nan;nan;nan;nan;nan;nan
roberta-base;CLS+AVG-NS_AVGL4L;CLS+AVG-NS;AVGL4L;torch.Size([1536]);82,64;82,75;93,89;87,01;90,12;88,40;75,19;85,71;nan;nan;nan;nan;nan;nan
roberta-base;CLS+SUM-NS_AVGL4L;CLS+SUM-NS;AVGL4L;torch.Size([1536]);83,41;87,26;93,09;86,82;90,12;91,80;66,20;85,53;nan;nan;nan;nan;nan;nan
roberta-base;CLS+MAX-NS_AVGL4L;CLS+MAX-NS;AVGL4L;torch.Size([1536]);79,32;69,67;92,42;86,37;85,72;84,80;72,06;81,48;nan;nan;nan;nan;nan;nan
roberta-base;DY3_AVGL4L;DY3;AVGL4L;torch.Size([2304]);83,94;87,05;94,56;88,02;89,13;88,40;68,64;85,68;nan;nan;nan;nan;nan;nan
roberta-base;DY3-NS_AVGL4L;DY3-NS;AVGL4L;torch.Size([2304]);83,75;86,07;94,61;87,15;89,40;90,20;67,59;85,54;nan;nan;nan;nan;nan;nan
roberta-base;DY5_AVGL4L;DY5;AVGL4L;torch.Size([3840]);84,66;87,26;95,06;87,41;88,58;89,00;65,28;85,32;nan;nan;nan;nan;nan;nan
